"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"","アリスちゃんが言ってましたよ、[player][kun]は舌が上手だって。","앨리스가 말하길, [player][kun]은 혀가 좋다고 했어요.","","False","103201087","",""
"","私にも、してください……！","나도 해주세요……!","","False","103201088","",""
"","どうしました？　こういうの、初めてですか……？","무슨 일이세요? 이런 건 처음이신가요 ……?","","False","103201906","",""
"","はやく、早く舐めてください……。","빨리이, 빨리 핥아주세요…….","","False","103201907","",""
"","…………はっ！　これが放置プレイってやつでしょうか……！？","…………하하! 이게 방치형 플레이라는 건가요……!","","False","103201908","",""
"","きゃっ！！　もう少し優しくお願いします……！","꺄앗! 좀 더 친절하게 부탁드려요……!","","False","103201909","",""
"","んー、少し物足りませんね……","음, 조금 부족하네요……","","False","103201910","",""
"","……んっ！","……읏!","","False","103201089","",""
"","本当に、上手なんですね……！","정말, 잘하네요……!","","False","103201090","",""
"","はうぅっ！","하으읏!","","False","103201091","",""
"","あぁん……！","아앙……!","","False","103201092","",""
"","あふ……。","아흣……","","False","103201093","",""
"","はぁ、はぁ……どうですか？　わたしのおっぱい……。","하아, 하아…… 어때요? 내 가슴…….","","False","103201094","",""
"","おうちを押しつぶして、灯台をすり潰せちゃうおっぱいを独り占めしているんですよ……？","집을 부수고, 등대를 뭉갤 수 있는 가슴을 독차지하고 있는 거에요……?","","False","103201095","",""
"","興奮しませんか……？","흥분되지 않나요……?","","False","103201096","",""
"","わ、わたしは……、最高に興奮してますよ！","저, 저는……, 정말로 흥분되어요!","","False","103201097","",""
"","はぅ……！","하으……!","","False","103201098","",""
"","ひゃぅ……！","히얏……!","","False","103201099","",""
"","んっ、あっ……出そう……！","읏, 앗, 갈거같아……!","","False","103201100","",""
"","い、いっちゃいます……っ！！","가, 가버려요……읏!!","","False","103201101","",""
"","っ……ぁ……！","읏……아……!","","False","103201102","",""
"","………。","…..…","","False","103201103","",""
"","はぁ、はぁ……。","하아, 하아……..","","False","103201104","",""
"","よかったですよ。[player][kun]","좋았어요. [player][kun]","","False","103201105","",""
"","…………。","………….","","False","103201106","",""
"","あぁ、あなたを借りたことは後でアリスちゃんにしっかり伝えておきます。","아, 당신을 빌린 건 나중에 앨리스짱에게 잘 말해 두겠습니다.","","False","103201107","",""
"","大丈夫、お気に入りの小人さんをシェアしたりするのは、私たちの間ではよくあることですから。","괜찮아요, 우리가 좋아하는 난쟁이를 공유하는 것은 우리들 사이에서 흔히 있는 일이니까요.","","False","103201108","",""
"","……今回は事後承諾になっちゃいましたけど。","…… 이번엔 사후 승낙이 되어 버렸지만요.","","False","103201109","",""
"","あ、それから。ここは私の部屋なんですけれど、今はまだ小人さんを招待する準備があまりできてないんです。","아, 그리고. 여기는 제 방인데, 아직은 꼬마 손님들을 초대할 준비가 덜 된 것 같아서요.","","False","103201110","",""
"","私の友人に用意してもらった部屋で……ほんとについこの間もらったばかりなので。","제 친구가 준비해준 방인데…… 정말 얼마 전에 받은 거라서요.","","False","103201111","",""
"","なので、準備ができたら改めてお知らせしますね。","그래서 준비가 되면 다시 한번 알려드리도록 할게요.","","False","103201112","",""
"","では、また。","그럼, 나중에 봐요.","","False","103201113","",""
"","て！　ことで！","그.래.서!","","False","104208001","","앨리스"
"","呼び出されちゃいました……。","호출되어서 왔어요…….","","False","104208002","","걸리버"
"","この大きさでお話しするの久しぶりだね、[player][kun]。","이 정도 크기로 이야기하는 건 오랜만이네, [player][kun].","","False","104208003","","앨리스"
"","普段の５０分の１、小人さんサイズですね。","평소의 50분의 1, 난쟁이님 사이즈네요.","","False","104208004","","걸리버"
"","なんでこのサイズになってるか、わかるー？","왜 이 크기인지 알겠어~?","","False","104208005","","앨리스"
"","そう、これから始める決闘は……","그래, 지금부터 시작하는 결투는……","","False","104208006","","앨리스"
"","巨大化合戦、です！","거대화 전쟁이에요!","","False","104208007","","걸리버"
"","巨大化はね、ちっちゃいところから始めた方が面白いんだよ！","거대화는 작은 것부터 시작하는 것이 더 재미있으니까!","","False","104208008","","앨리스"
"","変化がわかりやすいですからね。","변화가 쉽게 느껴지니까요.","","False","104208009","","걸리버"
"","ですから、[player][kun]には今のサイズをよく覚えておいてもらいます。","그래서 [player][kun]에게는 지금의 크기를 잘 기억해 달라고 부탁할게요.","","False","104208010","","걸리버"
"","そうだよー、よーく覚えといてね！","그래~ 잘 기억해 둬!","","False","104208011","","앨리스"
"","[player][kun]と同じサイズなら、私の方がちっちゃいんだよー","[player][kun]과 같은 크기라면 내가 더 작아!","","False","104208012","","앨리스"
"","そして、同じサイズでも私の方が[player][kun]よりも大きいんですね。","그리고 같은 사이즈인데도 제가 [player][kun]보다 더 크네요.","","False","104208013","","걸리버"
"","ふふ、ちっちゃくて可愛いですね……","후후, 작아서 귀엽네요……","","False","104208014","","걸리버"
"","えい、ぎゅっ！","에잇, 꾸욱!","","False","104208015","","걸리버"
"","あ、ガリヴァーずるーい！　私もー！！","아, 걸리버 치사해! 나도~!","","False","104208016","","앨리스"
"","にししー、こんな美女に囲まれて、幸せ者めー！","에헤헤, 양손에 꽃이라니 행복하겠네!","","False","104208017","","앨리스"
"","…………決闘と言いつつ[player][kun]をからかう会になりそうですね。","…………결투라고 하면서 [player][kun]을 놀리는 모임이 될 것 같네요.","","False","104208018","","걸리버"
"","んー？　なんのことかなー？","응~? 무슨 뜻일까나~?","","False","104208019","","앨리스"
"","あらあら、うふふ……","어라라라? 우후후……","","False","104208020","","걸리버"
"","あ、ルールはいつものでいいですか？","아, 규칙은 평소대로 해도 돼?","","False","104208021","","걸리버"
"","んーん、今回はね……[player][kun]の事を想えば想うほどおっきくなれる、でどうぉ？","음~ 이번엔 ……[player][kun]을 생각하면 생각할수록 커지는 거, 어때?","","False","104208022","","앨리스"
"","ふふ、いいですよ？","후후, 좋아요.","","False","104208023","","걸리버"
"","いいの？　私、勝っちゃうよー？","괜찮아? 내가 이길 거야~?","","False","104208024","","앨리스"
"","さて、それはどうでしょう？　油断大敵、ですよ。","자, 그럼 어떻게 될까요? 방심은 금물이에요.","","False","104208025","","걸리버"
"","じゃあ、私からね！","그럼, 나부터네!","","False","104208026","","앨리스"
"","いくよー！","간다~!","","False","104208027","","앨리스"
"","ふふ、まずはちょっとずつ、ね。","후후, 우선은 조금씩, 이네……..","","False","104208028","","앨리스"
"","[player][kun]、おいで。","[player][kun], 와줘.","","False","104208029","","앨리스"
"","ほら、高いでしょー？","자, 높지~?","","False","104208030","","앨리스"
"","見て！　あんなに背の高かったガリヴァーが、こんなにちっちゃく見えるよ。","봐봐! 저렇게 키가 컸던 걸리버가 이렇게 작아졌어.","","False","104208031","","앨리스"
"","ふふ、でもこれはまだ序の口、でしょう？","후후, 하지만 이건 아직 시작에 불과하죠?","","False","104208032","","걸리버"
"","もちろん！　次はガリヴァーの番だよ！","물론! 다음은 걸리버의 차례다!","","False","104208033","","앨리스"
"","ええ、ではさっそく。","네, 그럼 바로 시작할게요.","","False","104208034","","걸리버"
"","んっ……あぁん……。","으읏…… 하아…….","","False","104208035","","걸리버"
"","ふふ、だいたい先程までの１０倍くらいでしょうか？","후후, 방금 전의 10 배 정도는 되어보이지 않아요?","","False","104208036","","걸리버"
"","むー、なかなかやるね！","우우, 꽤나 잘하네!","","False","104208037","","앨리스"
"","アリスちゃん、お人形さんみたいで可愛いです……！","앨리스쨩, 인형처럼 귀여워요……!","","False","104208038","","걸리버"
"","きゃっ！　いきなり……","꺄악! 갑자기……","","False","104208039","","앨리스"
"","あ……！","아……!","","False","104208040","","앨리스"
"","おっとっと……","아차차……","","False","104208041","","걸리버"
"","ふふ、私のおっぱいがおっきくて助かりましたね。","후후, 제 가슴이 커서 다행이네요.","","False","104208042","","걸리버"
"","……むぅ。","……우으.","","False","104208043","","앨리스"
"","わ、わたしだっておっきくなったら、おっぱいで山とか潰せるもん！！","나, 나도 커지면 가슴으로 산을 무너뜨릴 수 있는걸!","","False","104208044","","앨리스"
"","大丈夫、アリスちゃんはまだこれからですよ。","괜찮아, 앨리스쨩은 아직 성장기일 뿐이야.","","False","104208045","","걸리버"
"","ありがと、でも私は今、おっきくなってみせるからね！","고마워, 하지만 이제 내가 더 커질 테니까!","","False","104208046","","앨리스"
"","いくよー！","간다~!","","False","104208047","","앨리스"
"","ん……んぅ……っ！","응……으응……!","","False","104208048","","앨리스"
"","ぷはぁ……","푸하아……","","False","104208049","","앨리스"
"","ほら、見て！　こーんなに大きくなれるんだよ！","자, 봐봐! 이렇게 커질 수 있다고!","","False","104208050","","앨리스"
"","私と[player][kun]はとっても仲良しなんだから！","나랑 [player][kun]은 아주 친한 사이니까!","","False","104208051","","앨리스"
"","ふふ、おっきなアリスちゃんも素敵です……！","후후, 큰 앨리스쨩도 멋지네요 ……!","","False","104208052","","걸리버"
"","ほら、ガリヴァー。私のおっぱいでぎゅーってしてあげちゃう！","자, 걸리버. 내 가슴으로 꾸욱해 줄게!","","False","104208053","","앨리스"
"","むぎゅーっ！","무귯!","","False","104208054","","앨리스"
"","く、くるしい、くるしいです……！","괴, 괴로워, 괴로워요……！","","False","104208055","","걸리버"
"","あ、ごめんね……。でもわかったでしょ？　私にも胸はあるんだよ！","아, 미안해……. 하지만 알겠지? 나한테도 가슴이 있어!","","False","104208056","","앨리스"
"","えぇ。もちろん。ちゃんと育てていきましょうね。","그래요. 물론이죠. 잘 있죠.","","False","104208057","","걸리버"
"","はーい！","네에!","","False","104208058","","앨리스"
"","じゃ、次はガリヴァーの番だよ！","그럼 다음은 걸리버 차례야!","","False","104208059","","앨리스"
"","どこまでおっきくなれるかなー？","어디까지 커질 수 있을까~?","","False","104208060","","앨리스"
"","あら、余裕ですね……？","어머, 여유가 있네요……?","","False","104208061","","걸리버"
"","大人を甘く見てはいけませんよ……？","어른을 얕잡아보면 안 돼요……?","","False","104208062","","걸리버"
"","ん……あっ……ああぁんっ！","응…… 앗…… 아아아아!","","False","104208063","","걸리버"
"","な、なんでー！？","어, 어째서?","","False","104208064","","앨리스"
"","私の方が[player][kun]と一緒にいるのに！","내 쪽이 [player][kun]과 더 가까운데!","","False","104208065","","앨리스"
"","アリスちゃん……大人は誰かを意図的に好きになる事だってできるんです。","앨리스짱…… 어른은 누군가를 의도적으로 좋아할 수도 있어요.","","False","104208066","","걸리버"
"","えー、そんなのってありなのー？","에~, 그런 게 가능해?","","False","104208067","","앨리스"
"","それが大人になるという事なのかもしれませんね。","그것이 어른이 된다는 것일지도 모르겠네요.","","False","104208068","","걸리버"
"","アリスちゃんには、まだまだ夢見るお姫様でいてもらいたい……私はそう思います。","앨리스짱은 아직 꿈꾸는 공주님으로 남았으면 좋겠어요…… 적어도 저는.","","False","104208069","","걸리버"
"","ぷぅ。よくわかんないや。","푸우. 잘 모르겠어.","","False","104208070","","앨리스"
"","けど、これで大きさは同じくらいだね。","하지만 이 정도면 크기는 비슷하네.","","False","104208071","","앨리스"
"","ええ。いい勝負ですね。","그래요. 좋은 승부네요.","","False","104208072","","걸리버"
"","最後は一緒におっきくなろうよ！　目を閉じて見えないようにしてさ、終わった時に結果がわかるの！","마지막에는 함께 커지자! 눈을 감고 안 보이게 하자, 끝나면 결과를 알 수 있을 거야!","","False","104208073","","앨리스"
"","なるほど……面白いですね。乗りました。","그렇군요…… 재미있네요. 어울려 줄게요.","","False","104208074","","걸리버"
"","[player][kun]は下に置いとくね。どのくらいになるかわからないから。","[player][kun]은 아래에 남겨둘게. 얼마나 커질지 모르니까.","","False","104208075","","앨리스"
"","では、始めましょうか。","그럼 시작해보죠.","","False","104208076","","걸리버"
"","うん。","응.","","False","104208077","","앨리스"
"","じゃあ、いくよ？","그럼, 가볼까?","","False","104208078","","앨리스"
"","せーのっ！！","하나, 둘, 셋!!","","False","104208079","","앨리스"
"","アリスとガリヴァーが、あらゆるものを巻き込みながら大きくなっていく……！","앨리스와 걸리버가 모든 것을 끌어들이며 성장해 나갑니다……!","","False","104208080","","나래이션"
"","あなたが見る限りでは、そのスピードは互角であるように思えた。","당신이 보기에 그 속도는 대등해 보였을 것입니다.","","False","104208081","","나래이션"
"","もはや実際の大きさなんて遠目に測ることなど不可能に近いけれど。","더 이상 실제 크기를 가늠하는 것은 불가능에 가깝지만 말입니다.","","False","104208082","","나래이션"
"","でも、もし。","하지만, 만약.","","False","104208083","","나래이션"
"","もし二人の力が完全に拮抗しているのだとしたら。","만약 두 사람의 힘이 완전히 비등하다면.","","False","104208084","","나래이션"
"","そして、彼女らがあなたのことを想うように、あなたの想いが彼女たちに届くのであれば……","그리고 그녀들이 당신을 생각하는 것처럼 당신의 마음이 그녀들에게도 전해진다면……","","False","104208085","","나래이션"
"","あなたはどちらを強く想いますか……？","당신은 어느 쪽을 더 좋아합니까……?","","False","104208086","","나래이션"
"","アリス","앨리스","","False","104208087","","나래이션"
"","ガリヴァー","걸리버","","False","104208088","","나래이션"
"","あなたはアリスのことを強く想った。","당신은 앨리스를 강하게 생각했습니다.","","False","104208089","","나래이션"
"","あなたはガリヴァーのことを強く想った。","당신은 걸리버를 강하게 생각했습니다.","","False","104208090","","나래이션"
"","私は、ここまででしょうか……。","저는 여기까지만 할까요…….","","False","104209001","","걸리버"
"","それなりに大きくなったつもりではありますが……","나름대로 성장한 것 같지만……","","False","104209002","","걸리버"
"","ふ……やはり敵いませんね。アリスちゃんの純粋な心には……","훗…… 역시 적수가 없네요. 앨리스의 순수한 마음에는……","","False","104209003","","걸리버"
"","えへへ……おっきくなりすぎて、服破れちゃった……。","에헤헤…… 너무 커져서 옷이 찢어졌어…….","","False","104209004","","앨리스"
"","けど、これで私の勝ちだね！","하지만 이걸로 내가 이겼어!","","False","104209005","","앨리스"
"","きゃっ！！","꺄악!","","False","104209006","","걸리버"
"","あはは、指先だけで可愛がれちゃうね！","아하하, 손끝 만으로도 귀여워할 수 있네!","","False","104209007","","앨리스"
"","もー、アリスちゃんったら……","앨리스짱 참……","","False","104209008","","걸리버"
"","じゃあ、終わりにしよっか。","그럼, 이쯤에서 끝낼까?","","False","104209009","","앨리스"
"","ふふ、そうですね。どうぞ。","후후, 그렇네요, 물론이요.","","False","104209010","","걸리버"
"","いい？　いくよー！","좋아? 간다!","","False","104209011","","앨리스"
"","はい、来てください……！","네, 오세요……!","","False","104209012","","걸리버"
"","えいっ、ずしーん！","에잇, 쿠웅!","","False","104209013","","앨리스"
"","とほほ、負けてしまいました……","아하하, 져버렸네요……","","False","104209014","","걸리버"
"","えっへん！　これが私と[player][kun]の絆だよ！","에헴! 이것이 나와 [player][kun]의 인연이야!","","False","104209015","","앨리스"
"","はい……その力、思い知りました。","네…… 그 힘, 잘 알았어요.","","False","104209016","","걸리버"
"","今度からはちゃんと、アリスちゃんにお願いしてから借りますね……","다음부터는 앨리스쨩에게 부탁하고 빌려야겠어요……","","False","104209017","","걸리버"
"","え？　あー、そういえばそんな話だったっけ？","어? 아~, 그러고 보니 그런 이야기였지?","","False","104209018","","앨리스"
"","うん、実は別に気にしてないよ。","웅, 사실 별로 신경 쓰지 않아.","","False","104209019","","앨리스"
"","私はガリヴァーと遊びたかっただけだもの。","나는 그저 걸리버와 놀고 싶었을 뿐이니까.","","False","104209020","","앨리스"
"","[player][kun]と私が仲良しなところ、見せてあげたかっただけ。","[player][kun]과 제가 친한 모습을 보여주고 싶었을 뿐이야.","","False","104209021","","앨리스"
"","だから、いーよ？　[player][kun]と好きに遊んで！","그러니까, 괜찮다고? [player][kun]과 마음껏 놀아봐!","","False","104209022","","앨리스"
"","やったー！　ありがとうございます！","해냈다! 고마워요!","","False","104209023","","걸리버"
"","アリスちゃん大好き！！","앨리스쨩 사랑해!","","False","104209024","","걸리버"
"","むぎゅ、苦しい……。","무귯, 괴로워…….","","False","104209025","","앨리스"
"","さ、アリスちゃん。着替えに行きましょう。","자, 앨리스쨩. 옷 갈아입으러 가야죠.","","False","104209026","","걸리버"
"","そのままだと風邪ひいちゃいますよ！","그대로 두면 감기에 걸릴 수 있어요!","","False","104209027","","걸리버"
"","はーい！","네에!","","False","104209028","","앨리스"
"","じゃあね、[player][kun]。また遊んでねー！","안녕, [player][kun]. 또 놀자~!","","False","104209029","","앨리스"
"","ふっふーん！　結構おっきくなったんじゃない？","훗훗! 꽤 커진 거 아니야?","","False","104210001","","앨리스"
"","ガリヴァーはどこかなー？","걸리버는 어디 있을까?","","False","104210002","","앨리스"
"","あれ……？","어라……?","","False","104210003","","앨리스"
"","ふふっ、可愛いサイズですね、アリスちゃん。","후훗, 귀여운 사이즈네요, 앨리스쨩.","","False","104210004","","걸리버"
"","ええーっ！？　そんな、どうしてー！？","에엣!? 어째서, 어떻게!?","","False","104210005","","앨리스"
"","さあ、なぜでしょう？　私ですらわからないくらい大きくなれちゃいました……","왜 그럴까요? 나도 모르게 커져버렸어요……","","False","104210006","","걸리버"
"","普通なら、巨大化で服が破れるなんてことはないのですが……","보통은 거대화로 인해 옷이 찢어지는 일은 없지만……","","False","104210007","","걸리버"
"","想定外の力が働いたようですね。","예상치 못한 힘이 작용한 것 같네요.","","False","104210008","","걸리버"
"","そんなー、ズルじゃない！","그런거, 치사해!","","False","104210009","","앨리스"
"","ふふ、そうかもしれませんね。","후후, 그럴지도 모르겠네요.","","False","104210010","","걸리버"
"","でも、勝負は勝負ですから……","하지만 승부는 승부니까요……","","False","104210011","","걸리버"
"","うー、わかった。おわりにしよ。","우우, 알았어. 마무리하자구.","","False","104210012","","앨리스"
"","来て、ガリヴァー。","와줘, 걸리버.","","False","104210013","","앨리스"
"","はい、いきますよー！","네, 갑니다!","","False","104210014","","걸리버"
"","えいっ！","에잇!","","False","104210015","","걸리버"
"","うー、負けちゃった……","아, 졌다……","","False","104210016","","앨리스"
"","く、悔しいけど……[player][kun]を使っても、いいよ……","크, 아쉬운데 ……[player][kun]을 사용해도 괜찮아……","","False","104210017","","앨리스"
"","あ、でもでも！　毎日ずっと、とかはやめてね！","아, 하지만 그래도! 매일매일은 하지 말아줘!","","False","104210018","","앨리스"
"","ふふ、[player][kun]のこと、本当に気に入っているんですね。","후후, [player][kun]을 정말 좋아하시는군요.","","False","104210019","","걸리버"
"","大丈夫、私だって[player][kun]のことを独り占めしようなんて思っていませんよ。","괜찮아요, 저 역시 [player][kun]을 독차지할 생각은 없어요.","","False","104210020","","걸리버"
"","お気に入りの小人さんは、お互いにシェアする。そうでしょう？","좋아하는 난쟁이님은 서로 공유한다. 그렇죠?","","False","104210021","","걸리버"
"","……うん！","…… 응!","","False","104210022","","앨리스"
"","ありがと、ガリヴァー。大好きだよ！","고마워, 갈리버. 사랑해!","","False","104210023","","앨리스"
"","よしよし。私もアリスちゃんのこと、大好きですよ。","좋아요 좋아. 저도 앨리스가 너무 좋아요.","","False","104210024","","걸리버"
"","えへへー……","에헤헤……","","False","104210025","","앨리스"
"","…………。","………….","","False","104210026","","앨리스"
"","でさ、ガリヴァー。","자, 걸리버.","","False","104210027","","앨리스"
"","お着替え、しに行こう？","옷 갈아입으러 갈까?","","False","104210028","","앨리스"
"","え、私は別に裸のままでもいいですよ？","저는 벗은 채로 있어도 괜찮다고요?","","False","104210029","","걸리버"
"","町中から見られる、っていうのも興奮しますし……！","마을 전체에서 볼 수 있다는 것도 흥분되고……!","","False","104210030","","걸리버"
"","わからなくはないけど……[player][kun]がどこ見ていいか困ってるよ。","모르긴 몰라도 ……[player][kun]이 어디를 봐야 할지 곤란해 하고 있어.","","False","104210031","","앨리스"
"","見ていいですよ！　もっと、私の恥ずかしいところを……","보셔도 좋아요! 더, 나의 부끄러운 모습을……","","False","104210032","","걸리버"
"","はい、そこまで！","네, 거기까지!","","False","104210033","","앨리스"
"","もー、ヘンタイさんめ……","모, 변태씨……","","False","104210034","","앨리스"
"","ふふ、わかりました。ここはアリスちゃんに従いましょう。","후후, 알겠습니다. 여기서는 앨리스쨩을 따라갈게요.","","False","104210035","","걸리버"
"","それでは、私たちはこれにて。","그럼 이만 가볼게요.","","False","104210036","","걸리버"
"","[player][kun]も、一緒に遊んでくれてありがとね！","[player][kun]도 함께 놀아줘서 고마워!","","False","104210037","","앨리스"
"","ばいばーい！","바이바이!","","False","104210038","","앨리스"
"","また、呼び出されちゃいました。","또 불려버렸네요.","","False","104208202","",""
"","また、ちっちゃくなったよ！","다시 작아졌어!","","False","104208203","",""
"","こーやって、同じ大きさでお話しするのも悪くないよね。","이렇게 같은 크기로 이야기하는 것도 나쁘지 않네.","","False","104208205","",""
"","[player][kun]が照れるところとか、よーくみえるもの。","[player][kun]이 부끄러워하는 모습이라던지, 잘 보이는 걸.","","False","104208206","",""
"","そう！　サイズ差というのは、変わるからこそ面白いのです！！","그래! 크기 차이라는 것은 변하기 때문에 재미있는 거지!","","False","104208207","",""
"","だから、私とガリヴァーもよく大きさ変えて遊ぶんだよねー","그래서 나랑 걸리버도 자주 크기를 바꿔가며 놀아!","","False","104208208","",""
"","はい。サイズ差のついた異常な状態……それは、普通という状態があって初めて存在できるのです。","그래. 크기 차이가 있는 비정상적인 상태…… 그것은 정상이라는 상태가 있어야만 존재할 수 있지.","","False","104208209","",""
"","ですから、[player][kun]には、その「普通」の大きさをしっかり覚えていただきましょう。","그러니까, [player][kun]에게는 그 '보통'의 크기를 잘 기억해줬으면 해.","","False","104208210","",""
"","ルールは前回から変更はありますか？","지난번과 규칙이 달라졌나요?","","False","104208221","",""
"","んーん、前と一緒で。[player][kun]の事を想えば想うほどおっきくなれるよ！","음~, 전과 마찬가지로. [player][kun]을 생각하면 생각할수록 커질 수 있어!","","False","104208222","",""
"","承知しました。","알았어요.","","False","104208223","",""
"","ふふ、手加減なしだよ！","후후, 손대중 없이 할테니까!","","False","104208224","",""
"","望むところです！","바라는 바입니다!","","False","104208225","",""
"","こんにちは、[player][kun]。","안녕하세요, [player][kun].","","False","103101001","",""
"","私の部屋へようこそ。やっと準備ができましたよ！","내 방에 오신 것을 환영합니다. 드디어 준비가 끝났어요!","","False","103101002","",""
"","[player][kun]がこの部屋で活動するにあたって、あまりにも大きすぎる高低差が問題でした。","[player][kun]이 이 공간에서 활동하기에는 너무 큰 고저차가 문제라고 생각해요.","","False","103101003","",""
"","机から飛び降りれば痛いでしょうし、運よく生き残ったとしても机の上に戻ることもできないでしょう。","책상에서 뛰어내리면 아프고, 운 좋게 살아남아도 다시 책상 위로 돌아갈 수 없었을 거에요.","","False","103101004","",""
"","そこで、こんな装置を作成していたのです。","그래서 이런 장치를 만들게 된 거에요.","","False","103101005","",""
"","ふふ、私こう見えて結構器用なんですよ？　名付けてグラップルアンカー！　高いところもこれで楽々です！","후후, 저 이렇게 생겼는데도 꽤 손재주가 좋다고요? 이름하여 그래플링 앵커! 높은 곳도 이것으로 쉽게 올라갈 수 있어요!","","False","103101006","",""
"","さあ、それを手に取ってみてください。","자, 이제 그것을 손에 들고 보세요.","","False","103101007","",""
"","グラップルアンカーを手に入れた。","그래플링 앵커를 얻었습니다.","","False","103101008","",""
"","この道具があれば、あなたはこの世界により深く干渉できるようになります。","이 도구가 있으면 당신은 이 세상에 더 깊이 간섭할 수 있게 될거에요.","","False","103101009","",""
"","使い方は簡単です。狙いを定めて、右クリックです。","사용법은 간단해요. 조준하고 마우스 오른쪽 버튼을 클릭하면 되요.","","False","103101010","",""
"","使い方は簡単です。狙いを定めて、トリガーを引いてください。","사용법은 간단해요. 조준하고 트리거를 당기기만 하면 되요.","","False","103101011","",""
"","邪魔な時は、いつでもしまうことができます。マウスのホイールで素手と切り替えが可能です。","방해가 될 때는 언제든 치울 수 있어요. 마우스 휠로 맨손으로 전환이 가능해요.","","False","103101012","",""
"","邪魔な時は、いつでもしまうことができます。左右コントローラーのグリップで素手と切り替えができます。","방해가 될 때는 언제든 치울 수 있어요. 좌우 컨트롤러의 그립으로 전환이 가능해요.","","False","103101013","",""
"","アンカーの使用時は、左下にあるMPゲージを消費します。","앵커 사용 시 왼쪽 하단에 있는 MP 게이지를 소모해요.","","False","103101014","",""
"","MPゲージは時間経過で回復します。","MP 게이지는 시간이 지나면 회복되요.","","False","103101015","",""
"","また、このグラップルアンカーは夜の間はライトとしても機能します。","또한, 이 그래플링 앵커는 밤에는 조명으로도 사용할 수 있어요.","","False","103101016","",""
"","使い方は、わかりそうですか？","사용법, 잘 알겠나요?","","False","103101017","",""
"","まあ、習うより慣れろということで、使ってみることをお勧めします。","뭐, 백문이 불여일견이라고, 한번 써보는 것을 추천해요.","","False","103101018","",""
"","では、私の部屋を楽しんでくださいね。","그럼 내 방에서 즐거운 시간 보내세요.","","False","103101019","",""
"","あら、[player][kun]。","어머, [player][kun].","","False","103120101","",""
"","私に会いに来てくれたんですか？","저를 만나러 오셨어요?","","False","103120102","",""
"","ふふ、うれしいですね。","후후, 다행이네요.","","False","103120103","",""
"","たいして面白いものはありませんが、ゆっくりしていってくださいね。","그다지 재미있는 것은 없지만, 느긋하게 있다가 가세요.","","False","103120104","",""
"","こんにちは。[player][kun]。","안녕하세요. [player][kun].","","False","103120111","",""
"","あら……？　[player][kun]はそういうことをお望みですか……？","어머……? [player][kun]은 그런 것을 원하나요 ……?","","False","103120121","",""
"","ふふ、そうですね……せっかくお部屋にいらしたのですし、そういうのも悪くはありません。","후후, 그렇군요…… 모처럼 방에 오신 거니까 그런 것도 나쁘지 않아요.","","False","103120122","",""
"","私はじっとしていますから、好きにしていいですよ？","나는 가만히 있으니까 마음대로 해도 되겠죠?","","False","103120123","",""
"","んっ……","음……","","False","103120124","",""
"","あっ……","앗……","","False","103120125","",""
"","あふ……","아흐……","","False","103120126","",""
"","いいですよ……！","좋아요……!","","False","103120127","",""
"","ふふ、盛り上がってきましたね。","후후, 분위기가 고조되고 있네요.","","False","103120128","",""
"","でも、このくらいにしておきましょう。","하지만 이 정도만 하고 넘어가죠.","","False","103120129","",""
"","ここから先は、もっと別の機会に、ね。","이 부분은 다음 기회에 다시 이야기해 보도록 할게요.","","False","103120130","",""
"","ようこそ、私の胸元へ。","내 가슴 위에 오신 것을 환영합니다.","","False","103120141","",""
"","どうですか？　広いでしょう？","어때요? 넓지 않아요?","","False","103120142","",""
"","どうぞ、ゆっくりしていってくださいね。","부디, 느긋하게 있다가 가세요.","","False","103120143","",""
"","こんにちは、[player][kun]。","안녕하세요, [player][kun].","","False","103120201","",""
"","ここは私のベッドです。","여기는 내 침대입니다.","","False","103120202","",""
"","ふふ、小人さんの国に来てしまった時は自分のベッドで寝られるなんて思ってもいませんでした。","후후, 난쟁이의 나라에 왔을 때 내 침대에서 잠을 잘 수 있을 거라고는 생각도 못 했어요.","","False","103120203","",""
"","この部屋を与えてくれた、香ちゃん……私の友人に、感謝ですね。","이 방을 준 카오리짱 …… 내 친구에게 감사하네요.","","False","103120204","",""
"","このベッドの下には、小人さんの村があるんですよね。","이 침대 아래에는 난쟁이 마을이 있어요.","","False","103120205","",""
"","私から隠れている、というわけではないのですが……。","저한테서 숨어 있는 것은 아니지만…….","","False","103120206","",""
"","この部屋の中で、私から踏み潰されない場所というのがあそこくらいなのでしょうね。","이 방에서 내가 짓밟히지 않는 곳은 저기 정도일 것 같네요.","","False","103120207","",""
"","んっ……","음……","","False","103120208","",""
"","あぅ……？","아아……?","","False","103120209","",""
"","んー……","응……","","False","103120210","",""
"","すー、すー……","스, 스……","","False","103120211","",""
"","こんにちは、[player][kun]。","안녕하세요, [player][kun].","","False","103120301","",""
"","大したものはない机ですが、ごゆっくり。","별거 아닌 책상이지만, 천천히.","","False","103120302","",""
"","……こうしていると、初めて会った時のことを思い出しますね。","……이렇게 보니 처음 만났을 때의 기억이 떠오르네요.","","False","103120303","",""
"","ふふ、ここは一つ思い出話でもいかがでしょうか？","후후, 여기서는 추억의 이야기 하나쯤은 해볼까요?","","False","103120304","",""
"","ガリヴァーとの邂逅を思い出しますか？","걸리버와의 만남을 기억하시나요?","","False","103120305","",""
